feature_id,feature_class,confidence,avg_probability,trace_idx,sample_idx,depth_m
1,vertical_fault,high,0.6818003187702933,63,3573,2679.75
1,vertical_fault,high,0.6818003187702933,72,3578,2683.5
1,vertical_fault,high,0.6818003187702933,68,3583,2687.25
1,vertical_fault,high,0.6818003187702933,67,3588,2691.0
1,vertical_fault,high,0.6818003187702933,78,3593,2694.75
1,vertical_fault,high,0.6818003187702933,74,3598,2698.5
1,vertical_fault,high,0.6818003187702933,57,3603,2702.25
1,vertical_fault,high,0.6818003187702933,72,3608,2706.0
1,vertical_fault,high,0.6818003187702933,54,3613,2709.75
1,vertical_fault,high,0.6818003187702933,48,3618,2713.5
1,vertical_fault,high,0.6818003187702933,54,3623,2717.25
1,vertical_fault,high,0.6818003187702933,70,3628,2721.0
1,vertical_fault,high,0.6818003187702933,74,3633,2724.75
1,vertical_fault,high,0.6818003187702933,68,3638,2728.5
1,vertical_fault,high,0.6818003187702933,75,3643,2732.25
1,vertical_fault,high,0.6818003187702933,77,3648,2736.0
1,vertical_fault,high,0.6818003187702933,87,3653,2739.75
1,vertical_fault,high,0.6818003187702933,59,3658,2743.5
1,vertical_fault,high,0.6818003187702933,59,3663,2747.25
1,vertical_fault,high,0.6818003187702933,59,3668,2751.0
1,vertical_fault,high,0.6818003187702933,57,3673,2754.75
1,vertical_fault,high,0.6818003187702933,78,3678,2758.5
1,vertical_fault,high,0.6818003187702933,73,3683,2762.25
1,vertical_fault,high,0.6818003187702933,73,3688,2766.0
1,vertical_fault,high,0.6818003187702933,59,3693,2769.75
1,vertical_fault,high,0.6818003187702933,70,3698,2773.5
1,vertical_fault,high,0.6818003187702933,78,3703,2777.25
1,vertical_fault,high,0.6818003187702933,46,3708,2781.0
1,vertical_fault,high,0.6818003187702933,73,3713,2784.75
1,vertical_fault,high,0.6818003187702933,68,3718,2788.5
1,vertical_fault,high,0.6818003187702933,64,3723,2792.25
1,vertical_fault,high,0.6818003187702933,54,3728,2796.0
1,vertical_fault,high,0.6818003187702933,38,3733,2799.75
1,vertical_fault,high,0.6818003187702933,69,3738,2803.5
1,vertical_fault,high,0.6818003187702933,73,3743,2807.25
1,vertical_fault,high,0.6818003187702933,53,3748,2811.0
1,vertical_fault,high,0.6818003187702933,73,3753,2814.75
1,vertical_fault,high,0.6818003187702933,64,3758,2818.5
1,vertical_fault,high,0.6818003187702933,65,3763,2822.25
1,vertical_fault,high,0.6818003187702933,50,3768,2826.0
1,vertical_fault,high,0.6818003187702933,77,3773,2829.75
1,vertical_fault,high,0.6818003187702933,76,3778,2833.5
1,vertical_fault,high,0.6818003187702933,73,3783,2837.25
1,vertical_fault,high,0.6818003187702933,84,3788,2841.0
1,vertical_fault,high,0.6818003187702933,71,3793,2844.75
1,vertical_fault,high,0.6818003187702933,52,3798,2848.5
1,vertical_fault,high,0.6818003187702933,77,3803,2852.25
1,vertical_fault,high,0.6818003187702933,56,3808,2856.0
1,vertical_fault,high,0.6818003187702933,59,3813,2859.75
1,vertical_fault,high,0.6818003187702933,83,3818,2863.5
1,vertical_fault,high,0.6818003187702933,79,3823,2867.25
1,vertical_fault,high,0.6818003187702933,81,3828,2871.0
1,vertical_fault,high,0.6818003187702933,60,3833,2874.75
1,vertical_fault,high,0.6818003187702933,59,3838,2878.5
1,vertical_fault,high,0.6818003187702933,59,3843,2882.25
1,vertical_fault,high,0.6818003187702933,62,3848,2886.0
1,vertical_fault,high,0.6818003187702933,73,3853,2889.75
1,vertical_fault,high,0.6818003187702933,72,3858,2893.5
1,vertical_fault,high,0.6818003187702933,72,3863,2897.25
1,vertical_fault,high,0.6818003187702933,70,3868,2901.0
1,vertical_fault,high,0.6818003187702933,69,3873,2904.75
1,vertical_fault,high,0.6818003187702933,74,3878,2908.5
1,vertical_fault,high,0.6818003187702933,70,3883,2912.25
1,vertical_fault,high,0.6818003187702933,72,3888,2916.0
1,vertical_fault,high,0.6818003187702933,74,3893,2919.75
1,vertical_fault,high,0.6818003187702933,77,3898,2923.5
1,vertical_fault,high,0.6818003187702933,70,3903,2927.25
1,vertical_fault,high,0.6818003187702933,66,3908,2931.0
1,vertical_fault,high,0.6818003187702933,73,3913,2934.75
1,vertical_fault,high,0.6818003187702933,76,3918,2938.5
1,vertical_fault,high,0.6818003187702933,81,3923,2942.25
1,vertical_fault,high,0.6818003187702933,76,3928,2946.0
1,vertical_fault,high,0.6818003187702933,81,3933,2949.75
1,vertical_fault,high,0.6818003187702933,73,3938,2953.5
1,vertical_fault,high,0.6818003187702933,71,3943,2957.25
1,vertical_fault,high,0.6818003187702933,75,3948,2961.0
1,vertical_fault,high,0.6818003187702933,68,3953,2964.75
1,vertical_fault,high,0.6818003187702933,71,3958,2968.5
1,vertical_fault,high,0.6818003187702933,71,3963,2972.25
